ProteinId:ID(Protein),EntryName,FullName,:LABEL
P0DPQ6,DT3UO_HUMAN,DDIT3 upstream open reading frame protein,Protein
P56555,DSCR4_HUMAN,Down syndrome critical region protein 4,Protein
Q14126,DSG2_HUMAN,Desmoglein-2,Protein
Q8TEA8,DTD1_HUMAN,D-aminoacyl-tRNA deacylase 1,Protein
Q9H410,DSN1_HUMAN,Kinetochore-associated protein DSN1 homolog,Protein
P32926,DSG3_HUMAN,Desmoglein-3,Protein
Q96EV8,DTBP1_HUMAN,Dysbindin,Protein
Q96FN9,DTD2_HUMAN,D-aminoacyl-tRNA deacylase 2,Protein
Q86SJ6,DSG4_HUMAN,Desmoglein-4,Protein
Q9NZW4,DSPP_HUMAN,Dentin sialophosphoprotein,Protein
Q6ZMT9,DTHD1_HUMAN,Death domain-containing protein 1,Protein
Q9Y4J8,DTNA_HUMAN,Dystrobrevin alpha,Protein
Q9NZJ0,DTL_HUMAN,Denticleless protein homolog,Protein
Q8N5C7,DTWD1_HUMAN,tRNA-uridine aminocarboxypropyltransferase 1,Protein
Q8N9I9,DTX3_HUMAN,Probable E3 ubiquitin-protein ligase DTX3,Protein
O60941,DTNB_HUMAN,Dystrobrevin beta,Protein
Q86UW9,DTX2_HUMAN,Probable E3 ubiquitin-protein ligase DTX2,Protein
Q8NBA8,DTWD2_HUMAN,tRNA-uridine aminocarboxypropyltransferase 2,Protein
Q86Y01,DTX1_HUMAN,E3 ubiquitin-protein ligase DTX1,Protein
P0CJ85,DU4L2_HUMAN,Double homeobox protein 4-like protein 2,Protein
Q8WTR2,DUS19_HUMAN,Dual specificity protein phosphatase 19,Protein
P0CJ86,DU4L3_HUMAN,Double homeobox protein 4-like protein 3,Protein
P0CJ87,DU4L4_HUMAN,Double homeobox protein 4-like protein 4,Protein
Q9NRD8,DUOX2_HUMAN,Dual oxidase 2,Protein
P0CJ88,DU4L5_HUMAN,Double homeobox protein 4-like protein 5,Protein
P0CJ89,DU4L6_HUMAN,Double homeobox protein 4-like protein 6,Protein
P0CJ90,DU4L7_HUMAN,Double homeobox protein 4-like protein 7,Protein
O75319,DUS11_HUMAN,RNA/RNP complex-1-interacting phosphatase,Protein
Q6P1R4,DUS1L_HUMAN,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like,Protein
Q9UNI6,DUS12_HUMAN,Dual specificity protein phosphatase 12,Protein
Q9BVJ7,DUS23_HUMAN,Dual specificity protein phosphatase 23,Protein
O95147,DUS14_HUMAN,Dual specificity protein phosphatase 14,Protein
P28562,DUS1_HUMAN,Dual specificity protein phosphatase 1,Protein
Q9BV47,DUS26_HUMAN,Dual specificity protein phosphatase 26,Protein
Q9Y2E6,DTX4_HUMAN,E3 ubiquitin-protein ligase DTX4,Protein
Q9H1R2,DUS15_HUMAN,Dual specificity protein phosphatase 15,Protein
Q4G0W2,DUS28_HUMAN,Dual specificity phosphatase 28,Protein
Q8TDB6,DTX3L_HUMAN,E3 ubiquitin-protein ligase DTX3L,Protein
Q9NX74,DUS2L_HUMAN,tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,Protein
Q9H596,DUS21_HUMAN,Dual specificity protein phosphatase 21,Protein
Q9BY84,DUS16_HUMAN,Dual specificity protein phosphatase 16,Protein
Q99956,DUS9_HUMAN,Dual specificity protein phosphatase 9,Protein
P51452,DUS3_HUMAN,Dual specificity protein phosphatase 3,Protein
O95620,DUS4L_HUMAN,tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like,Protein
Q05923,DUS2_HUMAN,Dual specificity protein phosphatase 2,Protein
Q68J44,DUS29_HUMAN,Dual specificity phosphatase 29,Protein
Q8NEJ0,DUS18_HUMAN,Dual specificity protein phosphatase 18,Protein
Q9NRD9,DUOX1_HUMAN,Dual oxidase 1,Protein
Q9NRW4,DUS22_HUMAN,Dual specificity protein phosphatase 22,Protein
Q9Y6W6,DUS10_HUMAN,Dual specificity protein phosphatase 10,Protein
Q13115,DUS4_HUMAN,Dual specificity protein phosphatase 4,Protein
Q16690,DUS5_HUMAN,Dual specificity protein phosphatase 5,Protein
Q96G46,DUS3L_HUMAN,tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like,Protein
Q16828,DUS6_HUMAN,Dual specificity protein phosphatase 6,Protein
Q6ZN92,DUTL_HUMAN,Putative inactive deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323,Protein
Q16829,DUS7_HUMAN,Dual specificity protein phosphatase 7,Protein
Q6XUX3,DUSTY_HUMAN,Dual serine/threonine and tyrosine protein kinase,Protein
Q13202,DUS8_HUMAN,Dual specificity protein phosphatase 8,Protein
P33316,DUT_HUMAN,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",Protein
O43812,DUX1_HUMAN,Double homeobox protein 1,Protein
Q96PT4,DUX3_HUMAN,Putative double homeobox protein 3,Protein
Q6RFH8,DUX4C_HUMAN,Double homeobox protein 4C,Protein
Q9UBX2,DUX4_HUMAN,Double homeobox protein 4,Protein
Q96PT3,DUX5_HUMAN,Double homeobox protein 5,Protein
A6NLW8,DUXA_HUMAN,Double homeobox protein A,Protein
O14640,DVL1_HUMAN,Segment polarity protein dishevelled homolog DVL-1,Protein
A0A1W2PPF3,DUXB_HUMAN,Double homeobox protein B,Protein
O77932,DXO_HUMAN,Decapping and exoribonuclease protein,Protein
O14641,DVL2_HUMAN,Segment polarity protein dishevelled homolog DVL-2,Protein
P54792,DVLP1_HUMAN,Putative segment polarity protein dishevelled homolog DVL1P1,Protein
Q92997,DVL3_HUMAN,Segment polarity protein dishevelled homolog DVL-3,Protein
Q13838,DX39B_HUMAN,Spliceosome RNA helicase DDX39B,Protein
P0DN84,DWORF_HUMAN,Sarcoplasmic/endoplasmic reticulum calcium ATPase regulator DWORF,Protein
O00148,DX39A_HUMAN,ATP-dependent RNA helicase DDX39A,Protein
Q96IM9,DYDC2_HUMAN,DPY30 domain-containing protein 2,Protein
Q9P225,DYH2_HUMAN,Dynein axonemal heavy chain 2,Protein
Q8IVF4,DYH10_HUMAN,Dynein axonemal heavy chain 10,Protein
Q8TD57,DYH3_HUMAN,Dynein axonemal heavy chain 3,Protein
Q96DT5,DYH11_HUMAN,Dynein axonemal heavy chain 11,Protein
Q8NCM8,DYHC2_HUMAN,Cytoplasmic dynein 2 heavy chain 1,Protein
Q6ZR08,DYH12_HUMAN,Dynein axonemal heavy chain 12,Protein
Q8TE73,DYH5_HUMAN,Dynein axonemal heavy chain 5,Protein
Q8IZS6,DYLT2_HUMAN,Dynein light chain Tctex-type protein 2,Protein
Q7RTS9,DYM_HUMAN,Dymeclin,Protein
Q0VDD8,DYH14_HUMAN,Dynein axonemal heavy chain 14,Protein
Q9C0G6,DYH6_HUMAN,Dynein axonemal heavy chain 6,Protein
P51808,DYLT3_HUMAN,Dynein light chain Tctex-type 3,Protein
Q8WWB3,DYDC1_HUMAN,DPY30 domain-containing protein 1,Protein
Q96FJ2,DYL2_HUMAN,"Dynein light chain 2, cytoplasmic",Protein
Q9UFH2,DYH17_HUMAN,Dynein axonemal heavy chain 17,Protein
Q13627,DYR1A_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Protein
Q8WXX0,DYH7_HUMAN,Dynein axonemal heavy chain 7,Protein
Q8N1N2,DYNAP_HUMAN,Dynactin-associated protein,Protein
Q5JR98,DYLT4_HUMAN,Dynein light chain Tctex-type 4,Protein
Q8N7M0,DYLT5_HUMAN,Dynein light chain Tctex-type 5,Protein
Q96JB1,DYH8_HUMAN,Dynein axonemal heavy chain 8,Protein
Q9P2D7,DYH1_HUMAN,Dynein axonemal heavy chain 1,Protein
P63172,DYLT1_HUMAN,Dynein light chain Tctex-type 1,Protein
P63167,DYL1_HUMAN,"Dynein light chain 1, cytoplasmic",Protein
Q9Y463,DYR1B_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Protein
Q05193,DYN1_HUMAN,Dynamin-1,Protein
Q92630,DYRK2_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 2,Protein
Q9NYC9,DYH9_HUMAN,Dynein axonemal heavy chain 9,Protein
P00374,DYR_HUMAN,Dihydrofolate reductase,Protein
Q86XF0,DYR2_HUMAN,"Dihydrofolate reductase 2, mitochondrial",Protein
O43781,DYRK3_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 3,Protein
Q9NVP4,DZAN1_HUMAN,Double zinc ribbon and ankyrin repeat-containing protein 1,Protein
Q9NR20,DYRK4_HUMAN,Dual specificity tyrosine-phosphorylation-regulated kinase 4,Protein
Q14204,DYHC1_HUMAN,Cytoplasmic dynein 1 heavy chain 1,Protein
Q8IYY4,DZI1L_HUMAN,Cilium assembly protein DZIP1L,Protein
O75923,DYSF_HUMAN,Dysferlin,Protein
P50570,DYN2_HUMAN,Dynamin-2,Protein
Q86YF9,DZIP1_HUMAN,Cilium assembly protein DZIP1,Protein
Q15329,E2F5_HUMAN,Transcription factor E2F5,Protein
Q86Y13,DZIP3_HUMAN,E3 ubiquitin-protein ligase DZIP3,Protein
Q03001,DYST_HUMAN,Dystonin,Protein
Q9BQI3,E2AK1_HUMAN,Eukaryotic translation initiation factor 2-alpha kinase 1,Protein
O75461,E2F6_HUMAN,Transcription factor E2F6,Protein
Q9UQ16,DYN3_HUMAN,Dynamin-3,Protein
Q9HCM4,E41L5_HUMAN,Band 4.1-like protein 5,Protein
Q01094,E2F1_HUMAN,Transcription factor E2F1,Protein
Q96AV8,E2F7_HUMAN,Transcription factor E2F7,Protein
Q6ZTU2,E400N_HUMAN,Putative EP400-like protein,Protein
Q66K89,E4F1_HUMAN,Transcription factor E4F1,Protein
Q8WW35,DYT2B_HUMAN,Dynein light chain Tctex-type protein 2B,Protein
A2CJ06,DYTN_HUMAN,Dystrotelin,Protein
Q9HCS5,E41LA_HUMAN,Band 4.1-like protein 4A,Protein
Q14209,E2F2_HUMAN,Transcription factor E2F2,Protein
Q9H4G0,E41L1_HUMAN,Band 4.1-like protein 1,Protein
Q9H329,E41LB_HUMAN,Band 4.1-like protein 4B,Protein
O00716,E2F3_HUMAN,Transcription factor E2F3,Protein
A0AVK6,E2F8_HUMAN,Transcription factor E2F8,Protein
Q16254,E2F4_HUMAN,Transcription factor E2F4,Protein
P19525,E2AK2_HUMAN,"Interferon-induced, double-stranded RNA-activated protein kinase",Protein
O43491,E41L2_HUMAN,Band 4.1-like protein 2,Protein
P43003,EAA1_HUMAN,Excitatory amino acid transporter 1,Protein
Q96CJ1,EAF2_HUMAN,ELL-associated factor 2,Protein
Q9Y2J2,E41L3_HUMAN,Band 4.1-like protein 3,Protein
Q9NZJ5,E2AK3_HUMAN,Eukaryotic translation initiation factor 2-alpha kinase 3,Protein
P43004,EAA2_HUMAN,Excitatory amino acid transporter 2,Protein
Q9HAF1,EAF6_HUMAN,Chromatin modification-related protein MEAF6,Protein
Q96JC9,EAF1_HUMAN,ELL-associated factor 1,Protein
Q9P2K8,E2AK4_HUMAN,eIF-2-alpha kinase GCN2,Protein
Q56P03,EAPP_HUMAN,E2F-associated phosphoprotein,Protein
P43005,EAA3_HUMAN,Excitatory amino acid transporter 3,Protein
P48664,EAA4_HUMAN,Excitatory amino acid transporter 4,Protein
Q99848,EBP2_HUMAN,Probable rRNA-processing protein EBP2,Protein
O00341,EAA5_HUMAN,Excitatory amino acid transporter 5,Protein
P0CF75,EBLN1_HUMAN,Endogenous Bornavirus-like nucleoprotein 1,Protein
Q6P2I7,EBLN2_HUMAN,Endogenous Bornavirus-like nucleoprotein 2,Protein
Q9BY08,EBPL_HUMAN,Emopamil-binding protein-like,Protein
Q15125,EBP_HUMAN,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Protein
P0DPD6,ECE2_HUMAN,Endothelin-converting enzyme 2,Protein
O95672,ECEL1_HUMAN,Endothelin-converting enzyme-like 1,Protein
O95905,ECD_HUMAN,Protein ecdysoneless homolog,Protein
P42892,ECE1_HUMAN,Endothelin-converting enzyme 1,Protein
Q9NTX5,ECHD1_HUMAN,Ethylmalonyl-CoA decarboxylase,Protein
P42126,ECI1_HUMAN,"Enoyl-CoA delta isomerase 1, mitochondrial",Protein
P40939,ECHA_HUMAN,"Trifunctional enzyme subunit alpha, mitochondrial",Protein
P30084,ECHM_HUMAN,"Enoyl-CoA hydratase, mitochondrial",Protein
Q13011,ECH1_HUMAN,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",Protein
Q86YB7,ECHD2_HUMAN,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial",Protein
Q96DC8,ECHD3_HUMAN,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Protein
O75521,ECI2_HUMAN,Enoyl-CoA delta isomerase 2,Protein
Q5VYK3,ECM29_HUMAN,Proteasome adapter and scaffold protein ECM29,Protein
P55084,ECHB_HUMAN,"Trifunctional enzyme subunit beta, mitochondrial",Protein
Q08426,ECHP_HUMAN,Peroxisomal bifunctional enzyme,Protein
Q16610,ECM1_HUMAN,Extracellular matrix protein 1,Protein
O94769,ECM2_HUMAN,Extracellular matrix protein 2,Protein
Q9BQ95,ECSIT_HUMAN,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",Protein
Q008S8,ECT2L_HUMAN,Epithelial cell-transforming sequence 2 oncogene-like,Protein
Q19T08,ECSCR_HUMAN,Endothelial cell-specific chemotaxis regulator,Protein
P12724,ECP_HUMAN,Eosinophil cationic protein,Protein
Q9H8V3,ECT2_HUMAN,Protein ECT2,Protein
O43854,EDIL3_HUMAN,EGF-like repeat and discoidin I-like domain-containing protein 3,Protein
Q8WWZ3,EDAD_HUMAN,Ectodysplasin-A receptor-associated adapter protein,Protein
Q96F86,EDC3_HUMAN,Enhancer of mRNA-decapping protein 3,Protein
P05305,EDN1_HUMAN,Endothelin-1,Protein
P24530,EDNRB_HUMAN,Endothelin receptor type B,Protein
P14138,EDN3_HUMAN,Endothelin-3,Protein
Q9UNE0,EDAR_HUMAN,Tumor necrosis factor receptor superfamily member EDAR,Protein
Q92611,EDEM1_HUMAN,ER degradation-enhancing alpha-mannosidase-like protein 1,Protein
Q7L9B9,EEPD1_HUMAN,Endonuclease/exonuclease/phosphatase family domain-containing protein 1,Protein
Q9BV94,EDEM2_HUMAN,ER degradation-enhancing alpha-mannosidase-like protein 2,Protein
Q15075,EEA1_HUMAN,Early endosome antigen 1,Protein
P25101,EDNRA_HUMAN,Endothelin-1 receptor,Protein
P20800,EDN2_HUMAN,Endothelin-2,Protein
Q9BZQ6,EDEM3_HUMAN,ER degradation-enhancing alpha-mannosidase-like protein 3,Protein
Q92838,EDA_HUMAN,Ectodysplasin-A,Protein
Q6P2E9,EDC4_HUMAN,Enhancer of mRNA-decapping protein 4,Protein
Q3B7T1,EDRF1_HUMAN,Erythroid differentiation-related factor 1,Protein
O60869,EDF1_HUMAN,Endothelial differentiation-related factor 1,Protein
A0A1B0GTR0,EDD13_HUMAN,Epididymal protein 13,Protein
Q05639,EF1A2_HUMAN,Elongation factor 1-alpha 2,Protein
O75530,EED_HUMAN,Polycomb protein EED,Protein
P68104,EF1A1_HUMAN,Elongation factor 1-alpha 1,Protein
Q5T9C2,EEIG1_HUMAN,Early estrogen-induced gene 1 protein,Protein
Q5VTE0,EF1A3_HUMAN,Putative elongation factor 1-alpha-like 3,Protein
Q5T8I3,EEIG2_HUMAN,EEIG family member 2,Protein
P24534,EF1B_HUMAN,Elongation factor 1-beta,Protein
P29692,EF1D_HUMAN,Elongation factor 1-delta,Protein
P26641,EF1G_HUMAN,Elongation factor 1-gamma,Protein
Q658K8,EF1DL_HUMAN,Putative elongation factor 1-delta-like protein,Protein
O75071,EFC14_HUMAN,EF-hand calcium-binding domain-containing protein 14,Protein
Q96G04,EF2KT_HUMAN,Protein-lysine N-methyltransferase EEF2KMT,Protein
P60507,EFC1_HUMAN,Endogenous retrovirus group FC1 Env polyprotein,Protein
P13639,EF2_HUMAN,Elongation factor 2,Protein
A4FU69,EFCB5_HUMAN,EF-hand calcium-binding domain-containing protein 5,Protein
P60608,EFC2_HUMAN,Endogenous retrovirus group FC1 member 1 Env polyprotein,Protein
Q8N4Y2,EFC4A_HUMAN,EF-hand calcium-binding domain-containing protein 4A,Protein
Q5THR3,EFCB6_HUMAN,EF-hand calcium-binding domain-containing protein 6,Protein
O00418,EF2K_HUMAN,Eukaryotic elongation factor 2 kinase,Protein
Q9BSW2,EFC4B_HUMAN,EF-hand calcium-binding domain-containing protein 4B,Protein
A6NFE3,EFC10_HUMAN,EF-hand calcium-binding domain-containing protein 10,Protein
A8K855,EFCB7_HUMAN,EF-hand calcium-binding domain-containing protein 7,Protein
Q9BUY7,EFC11_HUMAN,EF-hand calcium-binding domain-containing protein 11,Protein
Q8N7B9,EFCB3_HUMAN,EF-hand calcium-binding domain-containing protein 3,Protein
Q6NXP0,EFC12_HUMAN,EF-hand calcium-binding domain-containing protein 12,Protein
A8MWE9,EFCB8_HUMAN,EF-hand calcium-binding domain-containing protein 8,Protein
Q8IY85,EFC13_HUMAN,EF-hand calcium-binding domain-containing protein 13,Protein
A8MZ26,EFCB9_HUMAN,EF-hand calcium-binding domain-containing protein 9,Protein
Q9HA90,EFCC1_HUMAN,EF-hand and coiled-coil domain-containing protein 1,Protein
P0DPD8,EFCE2_HUMAN,EEF1AKMT4-ECE2 readthrough transcript protein,Protein
Q96RP9,EFGM_HUMAN,"Elongation factor G, mitochondrial",Protein
Q9BUP0,EFHD1_HUMAN,EF-hand domain-containing protein D1,Protein
Q96C19,EFHD2_HUMAN,EF-hand domain-containing protein D2,Protein
Q8N7U6,EFHB_HUMAN,EF-hand domain-containing family member B,Protein
Q7Z2Z2,EFL1_HUMAN,Elongation factor-like GTPase 1,Protein
Q8WVE0,EFMT1_HUMAN,EEF1A lysine methyltransferase 1,Protein
Q5JVL4,EFHC1_HUMAN,EF-hand domain-containing protein 1,Protein
Q5JPI9,EFMT2_HUMAN,EEF1A lysine methyltransferase 2,Protein
P52799,EFNB2_HUMAN,Ephrin-B2,Protein
O43921,EFNA2_HUMAN,Ephrin-A2,Protein
P52797,EFNA3_HUMAN,Ephrin-A3,Protein
Q96AZ1,EFMT3_HUMAN,EEF1A lysine methyltransferase 3,Protein
Q15768,EFNB3_HUMAN,Ephrin-B3,Protein
Q5JST6,EFHC2_HUMAN,EF-hand domain-containing family member C2,Protein
P52798,EFNA4_HUMAN,Ephrin-A4,Protein
P0DPD7,EFMT4_HUMAN,EEF1A lysine methyltransferase 4,Protein
P52803,EFNA5_HUMAN,Ephrin-A5,Protein
Q8N6R0,EFNMT_HUMAN,eEF1A lysine and N-terminal methyltransferase,Protein
P20827,EFNA1_HUMAN,Ephrin-A1,Protein
P98172,EFNB1_HUMAN,Ephrin-B1,Protein
Q14156,EFR3A_HUMAN,Protein EFR3 homolog A,Protein
Q9Y2G0,EFR3B_HUMAN,Protein EFR3 homolog B,Protein
O43281,EFS_HUMAN,Embryonal Fyn-associated substrate,Protein
P43897,EFTS_HUMAN,"Elongation factor Ts, mitochondrial",Protein
P49411,EFTU_HUMAN,"Elongation factor Tu, mitochondrial",Protein
Q63HQ2,EGFLA_HUMAN,Pikachurin,Protein
Q0D2K5,EGFEM_HUMAN,Putative EGF-like and EMI domain-containing protein 1,Protein
Q8IUX8,EGFL6_HUMAN,Epidermal growth factor-like protein 6,Protein
P18146,EGR1_HUMAN,Early growth response protein 1,Protein
Q05215,EGR4_HUMAN,Early growth response protein 4,Protein
Q9UHF1,EGFL7_HUMAN,Epidermal growth factor-like protein 7,Protein
P17813,EGLN_HUMAN,Endoglin,Protein
Q99944,EGFL8_HUMAN,Epidermal growth factor-like protein 8,Protein
Q9GZT9,EGLN1_HUMAN,Egl nine homolog 1,Protein
P11161,EGR2_HUMAN,E3 SUMO-protein ligase EGR2,Protein
Q8N3D4,EH1L1_HUMAN,EH domain-binding protein 1-like protein 1,Protein
Q9H9B1,EHMT1_HUMAN,Histone-lysine N-methyltransferase EHMT1,Protein
Q96KS0,EGLN2_HUMAN,Prolyl hydroxylase EGLN2,Protein
Q9NZN4,EHD2_HUMAN,EH domain-containing protein 2,Protein
Q06889,EGR3_HUMAN,Early growth response protein 3,Protein
Q14232,EI2BA_HUMAN,Translation initiation factor eIF2B subunit alpha,Protein
Q9NR50,EI2BG_HUMAN,Translation initiation factor eIF2B subunit gamma,Protein
Q8NDI1,EHBP1_HUMAN,EH domain-binding protein 1,Protein
Q96KQ7,EHMT2_HUMAN,Histone-lysine N-methyltransferase EHMT2,Protein
Q9H6Z9,EGLN3_HUMAN,Prolyl hydroxylase EGLN3,Protein
Q9UI10,EI2BD_HUMAN,Translation initiation factor eIF2B subunit delta,Protein
P00533,EGFR_HUMAN,Epidermal growth factor receptor,Protein
P49770,EI2BB_HUMAN,Translation initiation factor eIF2B subunit beta,Protein
Q9NZN3,EHD3_HUMAN,EH domain-containing protein 3,Protein
Q9H4M9,EHD1_HUMAN,EH domain-containing protein 1,Protein
O14681,EI24_HUMAN,Etoposide-induced protein 2.4 homolog,Protein
Q13144,EI2BE_HUMAN,Translation initiation factor eIF2B subunit epsilon,Protein
Q96D98,EID2B_HUMAN,EP300-interacting inhibitor of differentiation 2B,Protein
O60739,EIF1B_HUMAN,Eukaryotic translation initiation factor 1b,Protein
Q9H223,EHD4_HUMAN,EH domain-containing protein 4,Protein
Q8N6I1,EID2_HUMAN,EP300-interacting inhibitor of differentiation 2,Protein
P01133,EGF_HUMAN,Pro-epidermal growth factor,Protein
P41214,EIF2D_HUMAN,Eukaryotic translation initiation factor 2D,Protein
Q8N140,EID3_HUMAN,EP300-interacting inhibitor of differentiation 3,Protein
Q9NZC4,EHF_HUMAN,ETS homologous factor,Protein
P41567,EIF1_HUMAN,Eukaryotic translation initiation factor 1,Protein
Q14152,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A,Protein
Q8N9N8,EIF1A_HUMAN,Probable RNA-binding protein EIF1AD,Protein
Q9Y6B2,EID1_HUMAN,EP300-interacting inhibitor of differentiation 1,Protein
Q9BY44,EIF2A_HUMAN,Eukaryotic translation initiation factor 2A,Protein
P55884,EIF3B_HUMAN,Eukaryotic translation initiation factor 3 subunit B,Protein
O15371,EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D,Protein
O00303,EIF3F_HUMAN,Eukaryotic translation initiation factor 3 subunit F,Protein
P60228,EIF3E_HUMAN,Eukaryotic translation initiation factor 3 subunit E,Protein
Q99613,EIF3C_HUMAN,Eukaryotic translation initiation factor 3 subunit C,Protein
O75821,EIF3G_HUMAN,Eukaryotic translation initiation factor 3 subunit G,Protein
Q13347,EIF3I_HUMAN,Eukaryotic translation initiation factor 3 subunit I,Protein
O15372,EIF3H_HUMAN,Eukaryotic translation initiation factor 3 subunit H,Protein
O75822,EIF3J_HUMAN,Eukaryotic translation initiation factor 3 subunit J,Protein
Q9Y262,EIF3L_HUMAN,Eukaryotic translation initiation factor 3 subunit L,Protein
B5ME19,EIFCL_HUMAN,Eukaryotic translation initiation factor 3 subunit C-like protein,Protein
Q9UBQ5,EIF3K_HUMAN,Eukaryotic translation initiation factor 3 subunit K,Protein
Q9NVF9,EKI2_HUMAN,Ethanolamine kinase 2,Protein
Q12926,ELAV2_HUMAN,ELAV-like protein 2,Protein
P19957,ELAF_HUMAN,Elafin,Protein
Q53HC9,EIPR1_HUMAN,EARP and GARP complex-interacting protein 1,Protein
Q7L2H7,EIF3M_HUMAN,Eukaryotic translation initiation factor 3 subunit M,Protein
Q6UXG2,ELAP1_HUMAN,Endosome/lysosome-associated apoptosis and autophagy regulator 1,Protein
Q14576,ELAV3_HUMAN,ELAV-like protein 3,Protein
P78545,ELF3_HUMAN,ETS-related transcription factor Elf-3,Protein
A8MWY0,ELAP2_HUMAN,Endosome/lysosome-associated apoptosis and autophagy regulator family member 2,Protein
P0C7U0,ELFN1_HUMAN,Protein ELFN1,Protein
P26378,ELAV4_HUMAN,ELAV-like protein 4,Protein
Q9HBU6,EKI1_HUMAN,Ethanolamine kinase 1,Protein
P32519,ELF1_HUMAN,ETS-related transcription factor Elf-1,Protein
Q99607,ELF4_HUMAN,ETS-related transcription factor Elf-4,Protein
P19419,ELK1_HUMAN,ETS domain-containing protein Elk-1,Protein
Q92556,ELMO1_HUMAN,Engulfment and cell motility protein 1,Protein
Q8N336,ELMD1_HUMAN,ELMO domain-containing protein 1,Protein
Q15723,ELF2_HUMAN,ETS-related transcription factor Elf-2,Protein
Q9UKW6,ELF5_HUMAN,ETS-related transcription factor Elf-5,Protein
Q15717,ELAV1_HUMAN,ELAV-like protein 1,Protein
Q8IZ81,ELMD2_HUMAN,ELMO domain-containing protein 2,Protein
Q96JJ3,ELMO2_HUMAN,Engulfment and cell motility protein 2,Protein
P15502,ELN_HUMAN,Elastin,Protein
P0DMC3,ELA_HUMAN,Apelin receptor early endogenous ligand,Protein
P41970,ELK3_HUMAN,ETS domain-containing protein Elk-3,Protein
Q96FG2,ELMD3_HUMAN,ELMO domain-containing protein 3,Protein
Q96BJ8,ELMO3_HUMAN,Engulfment and cell motility protein 3,Protein
Q9BW60,ELOV1_HUMAN,Very long chain fatty acid elongase 1,Protein
P28324,ELK4_HUMAN,ETS domain-containing protein Elk-4,Protein
Q14241,ELOA1_HUMAN,Elongin-A,Protein
Q15369,ELOC_HUMAN,Elongin-C,Protein
Q9H9T3,ELP3_HUMAN,Elongator complex protein 3,Protein
O00472,ELL2_HUMAN,RNA polymerase II elongation factor ELL2,Protein
Q9H5J4,ELOV6_HUMAN,Very long chain fatty acid elongase 6,Protein
Q9NXB9,ELOV2_HUMAN,Very long chain fatty acid elongase 2,Protein
Q6IA86,ELP2_HUMAN,Elongator complex protein 2,Protein
Q8TE02,ELP5_HUMAN,Elongator complex protein 5,Protein
Q9HB65,ELL3_HUMAN,RNA polymerase II elongation factor ELL3,Protein
Q8IYF1,ELOA2_HUMAN,Elongin-A2,Protein
P60002,ELOF1_HUMAN,Transcription elongation factor 1 homolog,Protein
Q9HB03,ELOV3_HUMAN,Very long chain fatty acid elongase 3,Protein
P08246,ELNE_HUMAN,Neutrophil elastase,Protein
A1L3X0,ELOV7_HUMAN,Very long chain fatty acid elongase 7,Protein
Q15370,ELOB_HUMAN,Elongin-B,Protein
P55199,ELL_HUMAN,RNA polymerase II elongation factor ELL,Protein
Q9GZR5,ELOV4_HUMAN,Very long chain fatty acid elongase 4,Protein
Q0PNE2,ELP6_HUMAN,Elongator complex protein 6,Protein
Q96EB1,ELP4_HUMAN,Elongator complex protein 4,Protein
Q32P44,EMAL3_HUMAN,Echinoderm microtubule-associated protein-like 3,Protein
O95163,ELP1_HUMAN,Elongator complex protein 1,Protein
Q9P0I2,EMC3_HUMAN,ER membrane protein complex subunit 3,Protein
Q8N766,EMC1_HUMAN,ER membrane protein complex subunit 1,Protein
Q00013,EM55_HUMAN,55 kDa erythrocyte membrane protein,Protein
Q9HC35,EMAL4_HUMAN,Echinoderm microtubule-associated protein-like 4,Protein
Q8WYP5,ELYS_HUMAN,Protein ELYS,Protein
Q6PCB8,EMB_HUMAN,Embigin,Protein
Q9NYP7,ELOV5_HUMAN,Very long chain fatty acid elongase 5,Protein
Q05BV3,EMAL5_HUMAN,Echinoderm microtubule-associated protein-like 5,Protein
Q5J8M3,EMC4_HUMAN,ER membrane protein complex subunit 4,Protein
Q9NPA0,EMC7_HUMAN,Endoplasmic reticulum membrane protein complex subunit 7,Protein
Q8N4V1,EMC5_HUMAN,ER membrane protein complex subunit 5,Protein
