NodeType: Protein | FullName: Amino acid transporter heavy chain SLC3A1 | EntryName: SLC31_HUMAN | ProteinId: Q07837
NodeType: Protein | FullName: T-cell surface glycoprotein CD4 | EntryName: CD4_HUMAN | ProteinId: P01730
NodeType: Protein | FullName: Cyclin-dependent kinase 5 activator 1 | EntryName: CD5R1_HUMAN | ProteinId: Q15078
NodeType: Protein | FullName: CD2-associated protein | EntryName: CD2AP_HUMAN | ProteinId: Q9Y5K6
NodeType: Protein | FullName: CD59 glycoprotein | EntryName: CD59_HUMAN | ProteinId: P13987
NodeType: Protein | FullName: Endosialin | EntryName: CD248_HUMAN | ProteinId: Q9HCU0
NodeType: Protein | FullName: T-cell surface glycoprotein CD3 zeta chain | EntryName: CD3Z_HUMAN | ProteinId: P20963
NodeType: Protein | FullName: CD48 antigen | EntryName: CD48_HUMAN | ProteinId: P09326
NodeType: Protein | FullName: T-cell surface glycoprotein CD8 beta-2 chain | EntryName: CD8B2_HUMAN | ProteinId: A6NJW9
NodeType: Protein | FullName: T-cell differentiation antigen CD6 | EntryName: CD6_HUMAN | ProteinId: P30203
NodeType: Protein | FullName: Cyclin-dependent kinase 5 activator 2 | EntryName: CD5R2_HUMAN | ProteinId: Q13319
NodeType: Protein | FullName: Hsp90 co-chaperone Cdc37-like 1 | EntryName: CD37L_HUMAN | ProteinId: Q7L3B6
NodeType: Protein | FullName: CD44 antigen | EntryName: CD44_HUMAN | ProteinId: P16070
NodeType: Protein | FullName: CD81 antigen | EntryName: CD81_HUMAN | ProteinId: P60033
NodeType: Protein | FullName: T-cell surface glycoprotein CD8 beta chain | EntryName: CD8B_HUMAN | ProteinId: P10966
NodeType: Protein | FullName: CD5 antigen-like | EntryName: CD5L_HUMAN | ProteinId: O43866
NodeType: Protein | FullName: T-cell surface glycoprotein CD5 | EntryName: CD5_HUMAN | ProteinId: P06127
NodeType: Protein | FullName: CD70 antigen | EntryName: CD70_HUMAN | ProteinId: P32970
NodeType: Protein | FullName: CAMPATH-1 antigen | EntryName: CD52_HUMAN | ProteinId: P31358
NodeType: Protein | FullName: B-cell differentiation antigen CD72 | EntryName: CD72_HUMAN | ProteinId: P21854
NodeType: Protein | FullName: Cytidine and dCMP deaminase domain-containing protein 1 | EntryName: CDAC1_HUMAN | ProteinId: Q9BWV3
NodeType: Protein | FullName: CD99 antigen | EntryName: CD99_HUMAN | ProteinId: P14209
NodeType: Protein | FullName: Leukocyte surface antigen CD53 | EntryName: CD53_HUMAN | ProteinId: P19397
NodeType: Protein | FullName: CD63 antigen | EntryName: CD63_HUMAN | ProteinId: P08962
NodeType: Protein | FullName: Codanin-1 | EntryName: CDAN1_HUMAN | ProteinId: Q8IWY9
NodeType: Protein | FullName: B-cell antigen receptor complex-associated protein alpha chain | EntryName: CD79A_HUMAN | ProteinId: P11912
NodeType: Protein | FullName: CD82 antigen | EntryName: CD82_HUMAN | ProteinId: P27701
NodeType: Protein | FullName: CD9 antigen | EntryName: CD9_HUMAN | ProteinId: P21926
NodeType: Protein | FullName: Cell division cycle-associated 7-like protein | EntryName: CDA7L_HUMAN | ProteinId: Q96GN5
NodeType: Protein | FullName: Anaphase-promoting complex subunit CDC26 | EntryName: CDC26_HUMAN | ProteinId: Q8NHZ8
NodeType: Protein | FullName: Macrosialin | EntryName: CD68_HUMAN | ProteinId: P34810
NodeType: Protein | FullName: CD83 antigen | EntryName: CD83_HUMAN | ProteinId: Q01151
NodeType: Protein | FullName: B-cell antigen receptor complex-associated protein beta chain | EntryName: CD79B_HUMAN | ProteinId: P40259
NodeType: Protein | FullName: Early activation antigen CD69 | EntryName: CD69_HUMAN | ProteinId: Q07108
NodeType: Protein | FullName: T-cell antigen CD7 | EntryName: CD7_HUMAN | ProteinId: P09564
NodeType: Protein | FullName: T-lymphocyte activation antigen CD86 | EntryName: CD86_HUMAN | ProteinId: P42081
NodeType: Protein | FullName: Cell division cycle protein 23 homolog | EntryName: CDC23_HUMAN | ProteinId: Q9UJX2
NodeType: Protein | FullName: Cell division cycle protein 16 homolog | EntryName: CDC16_HUMAN | ProteinId: Q13042
NodeType: Protein | FullName: T-lymphocyte activation antigen CD80 | EntryName: CD80_HUMAN | ProteinId: P33681
NodeType: Protein | FullName: Cell division cycle protein 27 homolog | EntryName: CDC27_HUMAN | ProteinId: P30260
NodeType: Protein | FullName: T-cell surface glycoprotein CD8 alpha chain | EntryName: CD8A_HUMAN | ProteinId: P01732
NodeType: Protein | FullName: Cell division control protein 45 homolog | EntryName: CDC45_HUMAN | ProteinId: O75419
NodeType: Protein | FullName: Cell division cycle 5-like protein | EntryName: CDC5L_HUMAN | ProteinId: Q99459
NodeType: Protein | FullName: Sororin | EntryName: CDCA5_HUMAN | ProteinId: Q96FF9
NodeType: Protein | FullName: Hsp90 co-chaperone Cdc37 | EntryName: CDC37_HUMAN | ProteinId: Q16543
NodeType: Protein | FullName: Cell division cycle protein 20 homolog | EntryName: CDC20_HUMAN | ProteinId: Q12834
NodeType: Protein | FullName: Parafibromin | EntryName: CDC73_HUMAN | ProteinId: Q6P1J9
NodeType: Protein | FullName: Cell division cycle-associated protein 7 | EntryName: CDCA7_HUMAN | ProteinId: Q9BWT1
NodeType: Protein | FullName: Cell division control protein 6 homolog | EntryName: CDC6_HUMAN | ProteinId: Q99741
NodeType: Protein | FullName: CUB domain-containing protein 1 | EntryName: CDCP1_HUMAN | ProteinId: Q9H5V8
NodeType: Protein | FullName: Cell division control protein 42 homolog | EntryName: CDC42_HUMAN | ProteinId: P60953
NodeType: Protein | FullName: Cell division cycle 7-related protein kinase | EntryName: CDC7_HUMAN | ProteinId: O00311
NodeType: Protein | FullName: CUB domain-containing protein 2 | EntryName: CDCP2_HUMAN | ProteinId: Q5VXM1
NodeType: Protein | FullName: Cell division cycle-associated protein 2 | EntryName: CDCA2_HUMAN | ProteinId: Q69YH5
NodeType: Protein | FullName: Cadherin-related family member 5 | EntryName: CDHR5_HUMAN | ProteinId: Q9HBB8
NodeType: Protein | FullName: Cytidine deaminase | EntryName: CDD_HUMAN | ProteinId: P32320
NodeType: Protein | FullName: Cell division cycle-associated protein 3 | EntryName: CDCA3_HUMAN | ProteinId: Q99618
NodeType: Protein | FullName: Cell division cycle-associated protein 4 | EntryName: CDCA4_HUMAN | ProteinId: Q9BXL8
NodeType: Protein | FullName: CDP-diacylglycerol--inositol 3-phosphatidyltransferase | EntryName: CDIPT_HUMAN | ProteinId: O14735
NodeType: Protein | FullName: Cadherin-related family member 1 | EntryName: CDHR1_HUMAN | ProteinId: Q96JP9
NodeType: Protein | FullName: Cyclin-dependent kinase 10 | EntryName: CDK10_HUMAN | ProteinId: Q15131
NodeType: Protein | FullName: CDAN1-interacting nuclease 1 | EntryName: CDIN1_HUMAN | ProteinId: Q9Y2V0
NodeType: Protein | FullName: Cyclin-dependent kinase 19 | EntryName: CDK19_HUMAN | ProteinId: Q9BWU1
NodeType: Protein | FullName: Cyclin-dependent kinase 14 | EntryName: CDK14_HUMAN | ProteinId: O94921
NodeType: Protein | FullName: Cadherin-related family member 2 | EntryName: CDHR2_HUMAN | ProteinId: Q9BYE9
NodeType: Protein | FullName: Cell death-inducing p53-target protein 1 | EntryName: CDIP1_HUMAN | ProteinId: Q9H305
NodeType: Protein | FullName: Cadherin-related family member 3 | EntryName: CDHR3_HUMAN | ProteinId: Q6ZTQ4
NodeType: Protein | FullName: Cyclin-dependent kinase 4 | EntryName: CDK4_HUMAN | ProteinId: P11802
NodeType: Protein | FullName: Cyclin-dependent kinase 12 | EntryName: CDK12_HUMAN | ProteinId: Q9NYV4
NodeType: Protein | FullName: Cadherin-related family member 4 | EntryName: CDHR4_HUMAN | ProteinId: A6H8M9
NodeType: Protein | FullName: Cyclin-dependent kinase 15 | EntryName: CDK15_HUMAN | ProteinId: Q96Q40
NodeType: Protein | FullName: Cyclin-dependent kinase 20 | EntryName: CDK20_HUMAN | ProteinId: Q8IZL9
NodeType: Protein | FullName: Cyclin-dependent kinase 7 | EntryName: CDK7_HUMAN | ProteinId: P50613
NodeType: Protein | FullName: Threonylcarbamoyladenosine tRNA methylthiotransferase | EntryName: CDKAL_HUMAN | ProteinId: Q5VV42
NodeType: Protein | FullName: Cyclin-dependent kinase 16 | EntryName: CDK16_HUMAN | ProteinId: Q00536
NodeType: Protein | FullName: Cyclin-dependent kinase 9 | EntryName: CDK9_HUMAN | ProteinId: P50750
NodeType: Protein | FullName: Cyclin-dependent kinase 13 | EntryName: CDK13_HUMAN | ProteinId: Q14004
NodeType: Protein | FullName: Cyclin-dependent kinase-like 3 | EntryName: CDKL3_HUMAN | ProteinId: Q8IVW4
NodeType: Protein | FullName: Cyclin-dependent kinase 17 | EntryName: CDK17_HUMAN | ProteinId: Q00537
NodeType: Protein | FullName: Cyclin-dependent kinase 1 | EntryName: CDK1_HUMAN | ProteinId: P06493
NodeType: Protein | FullName: Cyclin-dependent kinase 2 | EntryName: CDK2_HUMAN | ProteinId: P24941
NodeType: Protein | FullName: Cyclin-dependent kinase 8 | EntryName: CDK8_HUMAN | ProteinId: P49336
NodeType: Protein | FullName: Cyclin-dependent kinase 2-associated protein 1 | EntryName: CDKA1_HUMAN | ProteinId: O14519
NodeType: Protein | FullName: Cyclin-dependent kinase-like 4 | EntryName: CDKL4_HUMAN | ProteinId: Q5MAI5
NodeType: Protein | FullName: Cyclin-dependent kinase-like 1 | EntryName: CDKL1_HUMAN | ProteinId: Q00532
NodeType: Protein | FullName: Cyclin-dependent kinase 5 | EntryName: CDK5_HUMAN | ProteinId: Q00535
NodeType: Protein | FullName: Cyclin-dependent kinase 18 | EntryName: CDK18_HUMAN | ProteinId: Q07002
NodeType: Protein | FullName: Cyclin-dependent kinase-like 2 | EntryName: CDKL2_HUMAN | ProteinId: Q92772
NodeType: Protein | FullName: Cyclin-dependent kinase 4 inhibitor D | EntryName: CDN2D_HUMAN | ProteinId: P55273
NodeType: Protein | FullName: Cysteine dioxygenase type 1 | EntryName: CDO1_HUMAN | ProteinId: Q16878
NodeType: Protein | FullName: Cyclin-dependent kinase 2-associated protein 2 | EntryName: CDKA2_HUMAN | ProteinId: O75956
NodeType: Protein | FullName: Cyclin-dependent kinase-like 5 | EntryName: CDKL5_HUMAN | ProteinId: O76039
NodeType: Protein | FullName: Cyclin-dependent kinase inhibitor 1 | EntryName: CDN1A_HUMAN | ProteinId: P38936
NodeType: Protein | FullName: Cyclin-dependent kinase 3 | EntryName: CDK3_HUMAN | ProteinId: Q00526
NodeType: Protein | FullName: Cyclin-dependent kinase inhibitor 3 | EntryName: CDKN3_HUMAN | ProteinId: Q16667
NodeType: Protein | FullName: Cell adhesion molecule-related/down-regulated by oncogenes | EntryName: CDON_HUMAN | ProteinId: Q4KMG0
NodeType: Protein | FullName: Cysteine-rich DPF motif domain-containing protein 1 | EntryName: CDPF1_HUMAN | ProteinId: Q6NVV7
NodeType: Protein | FullName: Cerebral dopamine neurotrophic factor | EntryName: CDNF_HUMAN | ProteinId: Q49AH0
NodeType: Protein | FullName: Cyclin-dependent kinase 6 | EntryName: CDK6_HUMAN | ProteinId: Q00534
NodeType: Protein | FullName: Cyclin-dependent kinase inhibitor 1B | EntryName: CDN1B_HUMAN | ProteinId: P46527
NodeType: Protein | FullName: Cerebellar degeneration-related protein 2-like | EntryName: CDR2L_HUMAN | ProteinId: Q86X02
NodeType: Protein | FullName: Cyclin-dependent kinase inhibitor 1C | EntryName: CDN1C_HUMAN | ProteinId: P49918
NodeType: Protein | FullName: Cerebellar degeneration-related protein 2 | EntryName: CDR2_HUMAN | ProteinId: Q01850
NodeType: Protein | FullName: F-box and WD repeat domain containing protein 10B | EntryName: CDRT1_HUMAN | ProteinId: O95170
NodeType: Protein | FullName: Cyclin-dependent kinase inhibitor 2A | EntryName: CDN2A_HUMAN | ProteinId: P42771
NodeType: Protein | FullName: CMT1A duplicated region transcript 4 protein | EntryName: CDRT4_HUMAN | ProteinId: Q8N9R6
NodeType: Protein | FullName: CMT1A duplicated region transcript 15 protein | EntryName: CDRTF_HUMAN | ProteinId: Q96T59
NodeType: Protein | FullName: Phosphatidate cytidylyltransferase 2 | EntryName: CDS2_HUMAN | ProteinId: O95674
NodeType: Protein | FullName: Cyclin-dependent kinase 4 inhibitor B | EntryName: CDN2B_HUMAN | ProteinId: P42772
NodeType: Protein | FullName: Phosphatidate cytidylyltransferase 1 | EntryName: CDS1_HUMAN | ProteinId: Q92903
NodeType: Protein | FullName: Cyclin-dependent kinase 4 inhibitor C | EntryName: CDN2C_HUMAN | ProteinId: P42773
NodeType: Protein | FullName: Corneodesmosin | EntryName: CDSN_HUMAN | ProteinId: Q15517
NodeType: Protein | FullName: Protein CDV3 homolog | EntryName: CDV3_HUMAN | ProteinId: Q9UKY7
NodeType: Protein | FullName: Homeobox protein CDX-4 | EntryName: CDX4_HUMAN | ProteinId: O14627
NodeType: Protein | FullName: Putative uncharacterized protein encoded by LINC01554 | EntryName: CE027_HUMAN | ProteinId: Q52M75
NodeType: Protein | FullName: Testis-specific chromodomain protein Y 1 | EntryName: CDY1_HUMAN | ProteinId: Q9Y6F8
NodeType: Protein | FullName: Uncharacterized protein C5orf34 | EntryName: CE034_HUMAN | ProteinId: Q96MH7
NodeType: Protein | FullName: Testis-specific chromodomain protein Y 2 | EntryName: CDY2_HUMAN | ProteinId: Q9Y6F7
NodeType: Protein | FullName: Chromodomain Y-like protein 2 | EntryName: CDYL2_HUMAN | ProteinId: Q8N8U2
NodeType: Protein | FullName: Uncharacterized protein C5orf46 | EntryName: CE046_HUMAN | ProteinId: Q6UWT4
NodeType: Protein | FullName: Uncharacterized protein C5orf47 | EntryName: CE047_HUMAN | ProteinId: Q569G3
NodeType: Protein | FullName: Homeobox protein CDX-1 | EntryName: CDX1_HUMAN | ProteinId: P47902
NodeType: Protein | FullName: Uncharacterized protein C5orf52 | EntryName: CE052_HUMAN | ProteinId: A6NGY3
NodeType: Protein | FullName: Centrosomal protein of 104 kDa | EntryName: CE104_HUMAN | ProteinId: O60308
NodeType: Protein | FullName: Putative uncharacterized protein C5orf58 | EntryName: CE058_HUMAN | ProteinId: C9J3I9
NodeType: Protein | FullName: Chromodomain Y-like protein | EntryName: CDYL_HUMAN | ProteinId: Q9Y232
NodeType: Protein | FullName: DNA replication factor Cdt1 | EntryName: CDT1_HUMAN | ProteinId: Q9H211
NodeType: Protein | FullName: Uncharacterized protein C5orf60 | EntryName: CE060_HUMAN | ProteinId: A6NFR6
NodeType: Protein | FullName: Homeobox protein CDX-2 | EntryName: CDX2_HUMAN | ProteinId: Q99626
NodeType: Protein | FullName: Uncharacterized protein encoded by LINC03122 | EntryName: CE064_HUMAN | ProteinId: Q2M2E5
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 16 | EntryName: CEA16_HUMAN | ProteinId: Q2WEN9
NodeType: Protein | FullName: Uncharacterized protein C5orf67 | EntryName: CE067_HUMAN | ProteinId: F2Z3F1
NodeType: Protein | FullName: Cerebellar degeneration-related antigen 1 | EntryName: CDR1_HUMAN | ProteinId: P51861
NodeType: Protein | FullName: Centrosomal protein of 162 kDa | EntryName: CE162_HUMAN | ProteinId: Q5TB80
NodeType: Protein | FullName: Centrosomal protein of 112 kDa | EntryName: CE112_HUMAN | ProteinId: Q8N8E3
NodeType: Protein | FullName: Putative uncharacterized protein CELF2-AS1 | EntryName: CEAS1_HUMAN | ProteinId: Q8N7Q2
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 18 | EntryName: CEA18_HUMAN | ProteinId: A8MTB9
NodeType: Protein | FullName: UPF0489 protein C5orf22 | EntryName: CE022_HUMAN | ProteinId: Q49AR2
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 19 | EntryName: CEA19_HUMAN | ProteinId: Q7Z692
NodeType: Protein | FullName: Centrosomal protein of 120 kDa | EntryName: CE120_HUMAN | ProteinId: Q8N960
NodeType: Protein | FullName: Centrosome-associated protein 350 | EntryName: CE350_HUMAN | ProteinId: Q5VT06
NodeType: Protein | FullName: Centrosomal protein of 164 kDa | EntryName: CE164_HUMAN | ProteinId: Q9UPV0
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 20 | EntryName: CEA20_HUMAN | ProteinId: Q6UY09
NodeType: Protein | FullName: UPF0461 protein C5orf24 | EntryName: CE024_HUMAN | ProteinId: Q7Z6I8
NodeType: Protein | FullName: Protein CEBPZOS | EntryName: CEBOS_HUMAN | ProteinId: A8MTT3
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 1 | EntryName: CEAM1_HUMAN | ProteinId: P13688
NodeType: Protein | FullName: Centrosomal protein of 126 kDa | EntryName: CE126_HUMAN | ProteinId: Q9P2H0
NodeType: Protein | FullName: CCAAT/enhancer-binding protein delta | EntryName: CEBPD_HUMAN | ProteinId: P49716
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 21 | EntryName: CEA21_HUMAN | ProteinId: Q3KPI0
NodeType: Protein | FullName: Centrosomal protein of 128 kDa | EntryName: CE128_HUMAN | ProteinId: Q6ZU80
NodeType: Protein | FullName: Centrosomal protein CEP57L1 | EntryName: CE57L_HUMAN | ProteinId: Q8IYX8
NodeType: Protein | FullName: Centrosomal protein of 170 kDa | EntryName: CE170_HUMAN | ProteinId: Q5SW79
NodeType: Protein | FullName: CCAAT/enhancer-binding protein epsilon | EntryName: CEBPE_HUMAN | ProteinId: Q15744
NodeType: Protein | FullName: CCAAT/enhancer-binding protein alpha | EntryName: CEBPA_HUMAN | ProteinId: P49715
NodeType: Protein | FullName: Chromatin remodeling regulator CECR2 | EntryName: CECR2_HUMAN | ProteinId: Q9BXF3
NodeType: Protein | FullName: Centrosomal protein of 152 kDa | EntryName: CE152_HUMAN | ProteinId: O94986
NodeType: Protein | FullName: CCAAT/enhancer-binding protein gamma | EntryName: CEBPG_HUMAN | ProteinId: P53567
NodeType: Protein | FullName: Putative cat eye syndrome critical region protein 9 | EntryName: CECR9_HUMAN | ProteinId: P0C854
NodeType: Protein | FullName: Centrosomal protein of 192 kDa | EntryName: CE192_HUMAN | ProteinId: Q8TEP8
NodeType: Protein | FullName: Centrosomal protein of 85 kDa-like | EntryName: CE85L_HUMAN | ProteinId: Q5SZL2
NodeType: Protein | FullName: CCAAT/enhancer-binding protein zeta | EntryName: CEBPZ_HUMAN | ProteinId: Q03701
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 3 | EntryName: CEAM3_HUMAN | ProteinId: P40198
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 4 | EntryName: CEAM4_HUMAN | ProteinId: O75871
NodeType: Protein | FullName: Inactive cell surface hyaluronidase CEMIP2 | EntryName: CEIP2_HUMAN | ProteinId: Q9UHN6
NodeType: Protein | FullName: Chymotrypsin-like elastase family member 3B | EntryName: CEL3B_HUMAN | ProteinId: P08861
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 5 | EntryName: CEAM5_HUMAN | ProteinId: P06731
NodeType: Protein | FullName: CCAAT/enhancer-binding protein beta | EntryName: CEBPB_HUMAN | ProteinId: P17676
NodeType: Protein | FullName: Centrosomal protein of 290 kDa | EntryName: CE290_HUMAN | ProteinId: O15078
NodeType: Protein | FullName: Putative uncharacterized protein IRX2-DT | EntryName: CEI_HUMAN | ProteinId: Q86SI9
NodeType: Protein | FullName: Ceramide glucosyltransferase | EntryName: CEGT_HUMAN | ProteinId: Q16739
NodeType: Protein | FullName: Cardiac-enriched FHL2-interacting protein | EntryName: CEFIP_HUMAN | ProteinId: Q711Q0
NodeType: Protein | FullName: Carcinoembryonic antigen-related cell adhesion molecule 6 | EntryName: CEAM6_HUMAN | ProteinId: P40199
NodeType: Protein | FullName: CUGBP Elav-like family member 5 | EntryName: CELF5_HUMAN | ProteinId: Q8N6W0
